decade,value,count
-2170,Male,21
-2160,Male,21
-2150,Male,22
-2140,Male,22
-2130,Male,22
-2120,Male,23
-2110,Male,23
-2100,Male,23
-2090,Male,23
-2080,Male,23
-2070,Male,23
-2060,Male,23
-2050,Male,23
-2040,Male,23
-2030,Male,24
-2020,Male,24
-2010,Male,24
-2000,Male,26
-1990,Male,26
-1980,Male,26
-1970,Male,26
-1960,Male,25
-1950,Male,25
-1940,Male,25
-1930,Male,25
-1920,Male,25
-1910,Male,25
-1900,Male,25
-1890,Male,25
-1880,Male,25
-1870,Male,25
-1860,Male,26
-1850,Male,26
-1840,Male,26
-1830,Male,27
-1820,Male,27
-1810,Male,28
-1800,Male,30
-1790,Male,30
-1780,Male,31
-1770,Male,30
-1760,Male,30
-1750,Male,30
-1740,Male,29
-1730,Male,29
-1720,Male,29
-1710,Male,28
-1700,Male,28
-1690,Male,30
-1680,Male,32
-1670,Male,31
-1660,Male,31
-1650,Male,31
-1640,Male,31
-1630,Male,31
-1620,Male,30
-1610,Male,31
-1600,Male,31
-1590,Male,31
-1580,Male,31
-1570,Male,32
-1560,Male,34
-1550,Male,33
-1540,Male,31
-1530,Male,32
-1520,Male,32
-1510,Male,32
-1500,Male,31
-1490,Male,32
-1480,Male,32
-1470,Male,32
-1460,Male,33
-1450,Male,32
-1440,Male,32
-1430,Male,32
-1420,Male,31
-1410,Male,31
-1400,Male,32
-1390,Male,32
-1380,Male,33
-1370,Male,33
-1360,Male,34
-1350,Male,35
-1340,Male,35
-1330,Male,37
-1320,Male,35
-1310,Male,36
-1300,Male,39
-1290,Male,38
-1280,Male,37
-1270,Male,37
-1260,Male,37
-1250,Male,38
-1240,Male,38
-1230,Male,38
-1220,Male,38
-1210,Male,36
-1200,Male,36
-1190,Male,35
-1180,Male,36
-1170,Male,36
-1160,Male,38
-1150,Male,36
-1140,Male,36
-1130,Male,36
-1120,Male,36
-1110,Male,36
-1100,Male,36
-1090,Male,36
-1080,Male,37
-1070,Male,37
-1060,Male,37
-1050,Male,36
-1040,Male,37
-1030,Male,37
-1020,Male,38
-1010,Male,37
-1000,Male,37
-990,Male,37
-980,Male,39
-970,Male,39
-960,Male,38
-950,Male,40
-940,Male,42
-930,Male,41
-920,Male,40
-910,Male,39
-900,Male,40
-890,Male,42
-880,Male,42
-870,Male,41
-860,Male,41
-850,Male,42
-840,Male,42
-830,Male,42
-820,Male,42
-810,Male,46
-800,Male,49
-790,Male,48
-780,Male,50
-770,Male,49
-760,Male,50
-750,Male,51
-740,Male,52
-730,Male,51
-720,Male,56
-710,Male,58
-700,Male,60
-690,Male,61
-680,Male,65
-670,Male,70
-660,Male,70
-650,Male,71
-640,Male,70
-630,Male,76
-620,Male,73
-610,Male,73
-600,Male,94
-590,Male,96
-580,Male,100
-570,Male,108
-560,Male,115
-550,Male,123
-540,Male,128
-530,Male,145
-520,Male,149
-510,Male,157
-500,Male,179
-490,Male,191
-480,Male,195
-470,Male,201
-460,Male,203
-450,Male,221
-440,Male,240
-430,Male,253
-420,Male,247
-410,Male,249
-400,Male,274
-390,Male,278
-380,Male,293
-370,Male,312
-360,Male,320
-350,Male,314
-340,Male,325
-330,Male,318
-320,Male,316
-310,Male,315
-300,Male,342
-290,Male,342
-280,Male,337
-270,Male,332
-260,Male,338
-250,Male,347
-240,Male,344
-230,Male,346
-220,Male,344
-210,Male,343
-200,Male,349
-190,Male,355
-180,Male,357
-170,Male,357
-160,Male,369
-150,Male,380
-140,Male,391
-130,Male,405
-120,Male,409
-110,Male,423
-100,Male,467
-90,Male,503
-80,Male,502
-70,Male,516
-60,Male,529
-50,Male,530
-40,Male,480
-30,Male,536
-20,Male,542
-10,Male,577
0,Male,697
10,Male,732
20,Male,757
30,Male,799
40,Male,806
50,Male,834
60,Male,837
70,Male,833
80,Male,840
90,Male,858
100,Male,864
110,Male,871
120,Male,891
130,Male,908
140,Male,910
150,Male,943
160,Male,988
170,Male,1026
180,Male,1060
190,Male,1084
200,Male,1115
210,Male,1123
220,Male,1122
230,Male,1127
240,Male,1114
250,Male,1132
260,Male,1105
270,Male,1122
280,Male,1129
290,Male,1139
300,Male,1178
310,Male,1174
320,Male,1208
330,Male,1253
340,Male,1277
350,Male,1321
360,Male,1350
370,Male,1367
380,Male,1381
390,Male,1400
400,Male,1417
410,Male,1407
420,Male,1414
430,Male,1421
440,Male,1437
450,Male,1472
460,Male,1490
470,Male,1510
480,Male,1557
490,Male,1587
500,Male,1634
510,Male,1651
520,Male,1700
530,Male,1721
540,Male,1701
550,Male,1696
560,Male,1685
570,Male,1705
580,Male,1719
590,Male,1746
600,Male,1804
610,Male,1826
620,Male,1837
630,Male,1854
640,Male,1862
650,Male,1858
660,Male,1843
670,Male,1830
680,Male,1847
690,Male,1810
700,Male,1848
710,Male,1862
720,Male,1851
730,Male,1868
740,Male,1876
750,Male,1903
760,Male,1923
770,Male,1967
780,Male,1985
790,Male,1979
800,Male,2016
810,Male,2046
820,Male,2053
830,Male,2071
840,Male,2091
850,Male,2108
860,Male,2112
870,Male,2134
880,Male,2160
890,Male,2190
900,Male,2233
910,Male,2283
920,Male,2339
930,Male,2379
940,Male,2427
950,Male,2460
960,Male,2518
970,Male,2563
980,Male,2599
990,Male,2651
1000,Male,2706
1010,Male,2754
1020,Male,2794
1030,Male,2815
1040,Male,2856
1050,Male,2905
1060,Male,2953
1070,Male,3008
1080,Male,3034
1090,Male,3095
1100,Male,3210
1110,Male,3272
1120,Male,3346
1130,Male,3416
1140,Male,3464
1150,Male,3588
1160,Male,3652
1170,Male,3747
1180,Male,3820
1190,Male,3880
1200,Male,4017
1210,Male,4051
1220,Male,4103
1230,Male,4153
1240,Male,4270
1250,Male,4326
1260,Male,4373
1270,Male,4458
1280,Male,4467
1290,Male,4550
1300,Male,4632
1310,Male,4624
1320,Male,4669
1330,Male,4736
1340,Male,4829
1350,Male,4901
1360,Male,4989
1370,Male,5100
1380,Male,5295
1390,Male,5399
1400,Male,5603
1410,Male,5796
1420,Male,6055
1430,Male,6352
1440,Male,6696
1450,Male,7256
1460,Male,7750
1470,Male,8280
1480,Male,9054
1490,Male,9929
1500,Male,11018
1510,Male,11862
1520,Male,12912
1530,Male,13890
1540,Male,14872
1550,Male,15919
1560,Male,16849
1570,Male,17949
1580,Male,19197
1590,Male,20397
1600,Male,21870
1610,Male,23147
1620,Male,24125
1630,Male,24683
1640,Male,25298
1650,Male,26009
1660,Male,26473
1670,Male,26830
1680,Male,27144
1690,Male,27728
1700,Male,28956
1710,Male,30433
1720,Male,32927
1730,Male,36464
1740,Male,41358
1750,Male,47908
1760,Male,54784
1770,Male,62318
1780,Male,70171
1790,Male,80192
1800,Male,92659
1810,Male,107841
1820,Male,123884
1830,Male,140999
1840,Male,160189
1850,Male,182649
1860,Male,210851
1870,Male,244078
1880,Male,285960
1890,Male,331884
1900,Male,386272
1910,Male,441940
1920,Male,513814
1930,Male,592527
1940,Male,694833
1950,Male,790679
1960,Male,891477
1970,Male,974113
1980,Male,1063207
1990,Male,1100522
2000,Male,1036777
2010,Male,954469
2020,Male,856271
-3500,Female,1
-3490,Female,1
-3480,Female,1
-3470,Female,1
-3460,Female,1
-3450,Female,1
-3440,Female,1
-3430,Female,1
-3420,Female,1
-3410,Female,1
-3400,Female,1
-3390,Female,1
-3380,Female,1
-3370,Female,1
-3360,Female,1
-3350,Female,1
-3340,Female,1
-3330,Female,1
-3320,Female,1
-3310,Female,1
-3300,Female,1
-3290,Female,1
-3280,Female,1
-3270,Female,1
-3260,Female,1
-3250,Female,1
-3240,Female,1
-3230,Female,1
-3220,Female,1
-3210,Female,1
-3200,Female,1
-3190,Female,1
-3180,Female,1
-3170,Female,1
-3160,Female,1
-3150,Female,1
-3140,Female,1
-3130,Female,2
-3120,Female,2
-3110,Female,2
-3100,Female,2
-3090,Female,1
-3080,Female,1
-3070,Female,1
-3060,Female,1
-3050,Female,1
-3040,Female,1
-3030,Female,1
-3020,Female,1
-3010,Female,1
-3000,Female,2
-2990,Female,2
-2980,Female,2
-2970,Female,2
-2960,Female,2
-2950,Female,2
-2940,Female,2
-2930,Female,2
-2920,Female,3
-2910,Female,3
-2900,Female,3
-2890,Female,3
-2880,Female,2
-2870,Female,2
-2860,Female,2
-2850,Female,2
-2840,Female,2
-2830,Female,2
-2820,Female,2
-2810,Female,2
-2800,Female,2
-2790,Female,2
-2780,Female,2
-2770,Female,2
-2760,Female,2
-2750,Female,2
-2740,Female,2
-2730,Female,2
-2720,Female,2
-2710,Female,2
-2700,Female,3
-2690,Female,3
-2680,Female,3
-2670,Female,3
-2660,Female,3
-2650,Female,3
-2640,Female,3
-2630,Female,3
-2620,Female,3
-2610,Female,3
-2600,Female,3
-2590,Female,3
-2580,Female,4
-2570,Female,5
-2560,Female,5
-2550,Female,4
-2540,Female,4
-2530,Female,4
-2520,Female,4
-2510,Female,4
-2500,Female,4
-2490,Female,4
-2480,Female,5
-2470,Female,5
-2460,Female,5
-2450,Female,5
-2440,Female,4
-2430,Female,4
-2420,Female,4
-2410,Female,4
-2400,Female,5
-2390,Female,5
-2380,Female,5
-2370,Female,5
-2360,Female,5
-2350,Female,5
-2340,Female,5
-2330,Female,5
-2320,Female,5
-2310,Female,5
-2300,Female,6
-2290,Female,6
-2280,Female,7
-2270,Female,7
-2260,Female,7
-2250,Female,7
-2240,Female,7
-2230,Female,7
-2220,Female,7
-2210,Female,7
-2200,Female,7
-2190,Female,7
-2180,Female,6
-2170,Female,6
-2160,Female,6
-2150,Female,6
-2140,Female,6
-2130,Female,6
-2120,Female,6
-2110,Female,6
-2100,Female,7
-2090,Female,7
-2080,Female,7
-2070,Female,7
-2060,Female,7
-2050,Female,7
-2040,Female,7
-2030,Female,7
-2020,Female,7
-2010,Female,7
-2000,Female,7
-1990,Female,7
-1980,Female,7
-1970,Female,7
-1960,Female,7
-1950,Female,7
-1940,Female,7
-1930,Female,7
-1920,Female,7
-1910,Female,7
-1900,Female,7
-1890,Female,7
-1880,Female,7
-1870,Female,7
-1860,Female,7
-1850,Female,7
-1840,Female,7
-1830,Female,7
-1820,Female,7
-1810,Female,7
-1800,Female,7
-1790,Female,7
-1780,Female,7
-1770,Female,7
-1760,Female,7
-1750,Female,7
-1740,Female,7
-1730,Female,7
-1720,Female,7
-1710,Female,7
-1700,Female,7
-1690,Female,7
-1680,Female,7
-1670,Female,7
-1660,Female,7
-1650,Female,7
-1640,Female,7
-1630,Female,7
-1620,Female,7
-1610,Female,7
-1600,Female,7
-1590,Female,7
-1580,Female,7
-1570,Female,8
-1560,Female,9
-1550,Female,9
-1540,Female,9
-1530,Female,11
-1520,Female,10
-1510,Female,12
-1500,Female,11
-1490,Female,9
-1480,Female,9
-1470,Female,9
-1460,Female,9
-1450,Female,8
-1440,Female,8
-1430,Female,8
-1420,Female,8
-1410,Female,8
-1400,Female,10
-1390,Female,12
-1380,Female,12
-1370,Female,14
-1360,Female,13
-1350,Female,15
-1340,Female,15
-1330,Female,14
-1320,Female,13
-1310,Female,14
-1300,Female,14
-1290,Female,15
-1280,Female,15
-1270,Female,14
-1260,Female,14
-1250,Female,12
-1240,Female,12
-1230,Female,12
-1220,Female,12
-1210,Female,12
-1200,Female,13
-1190,Female,13
-1180,Female,13
-1170,Female,13
-1160,Female,13
-1150,Female,13
-1140,Female,13
-1130,Female,13
-1120,Female,13
-1110,Female,13
-1100,Female,13
-1090,Female,13
-1080,Female,13
-1070,Female,13
-1060,Female,13
-1050,Female,13
-1040,Female,13
-1030,Female,13
-1020,Female,13
-1010,Female,13
-1000,Female,13
-990,Female,13
-980,Female,13
-970,Female,14
-960,Female,14
-950,Female,14
-940,Female,14
-930,Female,14
-920,Female,14
-910,Female,14
-900,Female,14
-890,Female,14
-880,Female,14
-870,Female,14
-860,Female,14
-850,Female,14
-840,Female,14
-830,Female,14
-820,Female,14
-810,Female,14
-800,Female,15
-790,Female,16
-780,Female,16
-770,Female,15
-760,Female,15
-750,Female,17
-740,Female,17
-730,Female,18
-720,Female,18
-710,Female,17
-700,Female,17
-690,Female,17
-680,Female,17
-670,Female,16
-660,Female,15
-650,Female,16
-640,Female,17
-630,Female,17
-620,Female,17
-610,Female,17
-600,Female,19
-590,Female,20
-580,Female,20
-570,Female,21
-560,Female,20
-550,Female,21
-540,Female,21
-530,Female,20
-520,Female,19
-510,Female,21
-500,Female,22
-490,Female,22
-480,Female,22
-470,Female,21
-460,Female,21
-450,Female,21
-440,Female,22
-430,Female,23
-420,Female,23
-410,Female,25
-400,Female,30
-390,Female,29
-380,Female,32
-370,Female,35
-360,Female,36
-350,Female,37
-340,Female,40
-330,Female,40
-320,Female,44
-310,Female,45
-300,Female,44
-290,Female,44
-280,Female,44
-270,Female,44
-260,Female,41
-250,Female,44
-240,Female,42
-230,Female,42
-220,Female,40
-210,Female,43
-200,Female,46
-190,Female,48
-180,Female,49
-170,Female,50
-160,Female,49
-150,Female,49
-140,Female,53
-130,Female,56
-120,Female,57
-110,Female,60
-100,Female,69
-90,Female,72
-80,Female,80
-70,Female,91
-60,Female,92
-50,Female,95
-40,Female,91
-30,Female,107
-20,Female,107
-10,Female,117
0,Female,128
10,Female,148
20,Female,174
30,Female,188
40,Female,182
50,Female,183
60,Female,187
70,Female,183
80,Female,181
90,Female,180
100,Female,186
110,Female,193
120,Female,194
130,Female,193
140,Female,189
150,Female,191
160,Female,195
170,Female,195
180,Female,201
190,Female,203
200,Female,209
210,Female,214
220,Female,215
230,Female,216
240,Female,213
250,Female,217
260,Female,213
270,Female,208
280,Female,221
290,Female,234
300,Female,240
310,Female,217
320,Female,221
330,Female,226
340,Female,230
350,Female,229
360,Female,238
370,Female,236
380,Female,241
390,Female,236
400,Female,238
410,Female,232
420,Female,232
430,Female,235
440,Female,238
450,Female,238
460,Female,238
470,Female,239
480,Female,234
490,Female,236
500,Female,243
510,Female,249
520,Female,248
530,Female,248
540,Female,252
550,Female,250
560,Female,262
570,Female,262
580,Female,259
590,Female,264
600,Female,274
610,Female,279
620,Female,278
630,Female,281
640,Female,284
650,Female,285
660,Female,287
670,Female,289
680,Female,285
690,Female,280
700,Female,281
710,Female,285
720,Female,277
730,Female,272
740,Female,270
750,Female,273
760,Female,275
770,Female,282
780,Female,280
790,Female,278
800,Female,287
810,Female,286
820,Female,289
830,Female,289
840,Female,296
850,Female,298
860,Female,305
870,Female,312
880,Female,315
890,Female,322
900,Female,330
910,Female,341
920,Female,344
930,Female,350
940,Female,364
950,Female,370
960,Female,375
970,Female,380
980,Female,389
990,Female,398
1000,Female,405
1010,Female,402
1020,Female,414
1030,Female,420
1040,Female,417
1050,Female,433
1060,Female,439
1070,Female,446
1080,Female,451
1090,Female,463
1100,Female,471
1110,Female,476
1120,Female,484
1130,Female,503
1140,Female,520
1150,Female,536
1160,Female,541
1170,Female,561
1180,Female,586
1190,Female,617
1200,Female,662
1210,Female,682
1220,Female,711
1230,Female,726
1240,Female,724
1250,Female,741
1260,Female,745
1270,Female,742
1280,Female,730
1290,Female,744
1300,Female,755
1310,Female,747
1320,Female,743
1330,Female,722
1340,Female,737
1350,Female,734
1360,Female,747
1370,Female,757
1380,Female,764
1390,Female,764
1400,Female,777
1410,Female,769
1420,Female,796
1430,Female,836
1440,Female,859
1450,Female,877
1460,Female,911
1470,Female,948
1480,Female,952
1490,Female,1005
1500,Female,1092
1510,Female,1121
1520,Female,1182
1530,Female,1235
1540,Female,1311
1550,Female,1352
1560,Female,1409
1570,Female,1468
1580,Female,1518
1590,Female,1565
1600,Female,1664
1610,Female,1733
1620,Female,1817
1630,Female,1882
1640,Female,1954
1650,Female,1986
1660,Female,2055
1670,Female,2086
1680,Female,2080
1690,Female,2095
1700,Female,2165
1710,Female,2209
1720,Female,2361
1730,Female,2538
1740,Female,2807
1750,Female,3229
1760,Female,3714
1770,Female,4213
1780,Female,4691
1790,Female,5184
1800,Female,5819
1810,Female,6670
1820,Female,7736
1830,Female,9084
1840,Female,10971
1850,Female,13367
1860,Female,16975
1870,Female,21755
1880,Female,27336
1890,Female,34612
1900,Female,43943
1910,Female,54442
1920,Female,68396
1930,Female,83387
1940,Female,109170
1950,Female,141254
1960,Female,179195
1970,Female,219018
1980,Female,261964
1990,Female,284209
2000,Female,275763
2010,Female,262100
2020,Female,244595
-3500,Other,
-3490,Other,
-3480,Other,
-3470,Other,
-3460,Other,
-3450,Other,
-3440,Other,
-3430,Other,
-3420,Other,
-3410,Other,
-3400,Other,
-3390,Other,
-3380,Other,
-3370,Other,
-3360,Other,
-3350,Other,
-3340,Other,
-3330,Other,
-3320,Other,
-3310,Other,
-3300,Other,
-3290,Other,
-3280,Other,
-3270,Other,
-3260,Other,
-3250,Other,
-3240,Other,
-3230,Other,
-3220,Other,
-3210,Other,
-3200,Other,
-3190,Other,
-3180,Other,
-3170,Other,
-3160,Other,
-3150,Other,
-3140,Other,
-3130,Other,
-3120,Other,
-3110,Other,
-3100,Other,
-3090,Other,
-3080,Other,
-3070,Other,
-3060,Other,
-3050,Other,
-3040,Other,
-3030,Other,
-3020,Other,
-3010,Other,
-3000,Other,
-2990,Other,
-2980,Other,
-2970,Other,
-2960,Other,
-2950,Other,
-2940,Other,
-2930,Other,
-2920,Other,
-2910,Other,
-2900,Other,
-2890,Other,
-2880,Other,
-2870,Other,
-2860,Other,
-2850,Other,
-2840,Other,
-2830,Other,
-2820,Other,
-2810,Other,
-2800,Other,
-2790,Other,
-2780,Other,
-2770,Other,
-2760,Other,
-2750,Other,
-2740,Other,
-2730,Other,
-2720,Other,
-2710,Other,
-2700,Other,
-2690,Other,
-2680,Other,
-2670,Other,
-2660,Other,
-2650,Other,
-2640,Other,
-2630,Other,
-2620,Other,
-2610,Other,
-2600,Other,
-2590,Other,
-2580,Other,
-2570,Other,
-2560,Other,
-2550,Other,
-2540,Other,
-2530,Other,
-2520,Other,
-2510,Other,
-2500,Other,
-2490,Other,
-2480,Other,
-2470,Other,
-2460,Other,
-2450,Other,
-2440,Other,
-2430,Other,
-2420,Other,
-2410,Other,
-2400,Other,
-2390,Other,
-2380,Other,
-2370,Other,
-2360,Other,
-2350,Other,
-2340,Other,
-2330,Other,
-2320,Other,
-2310,Other,
-2300,Other,
-2290,Other,
-2280,Other,
-2270,Other,
-2260,Other,
-2250,Other,
-2240,Other,
-2230,Other,
-2220,Other,
-2210,Other,
-2200,Other,
-2190,Other,
-2180,Other,
-2170,Other,
-2160,Other,
-2150,Other,
-2140,Other,
-2130,Other,
-2120,Other,
-2110,Other,
-2100,Other,
-2090,Other,
-2080,Other,
-2070,Other,
-2060,Other,
-2050,Other,
-2040,Other,
-2030,Other,
-2020,Other,
-2010,Other,
-2000,Other,
-1990,Other,
-1980,Other,
-1970,Other,
-1960,Other,
-1950,Other,
-1940,Other,
-1930,Other,
-1920,Other,
-1910,Other,
-1900,Other,
-1890,Other,
-1880,Other,
-1870,Other,
-1860,Other,
-1850,Other,
-1840,Other,
-1830,Other,
-1820,Other,
-1810,Other,
-1800,Other,
-1790,Other,
-1780,Other,
-1770,Other,
-1760,Other,
-1750,Other,
-1740,Other,
-1730,Other,
-1720,Other,
-1710,Other,
-1700,Other,
-1690,Other,
-1680,Other,
-1670,Other,
-1660,Other,
-1650,Other,
-1640,Other,
-1630,Other,
-1620,Other,
-1610,Other,
-1600,Other,
-1590,Other,
-1580,Other,
-1570,Other,
-1560,Other,
-1550,Other,
-1540,Other,
-1530,Other,
-1520,Other,
-1510,Other,
-1500,Other,
-1490,Other,
-1480,Other,
-1470,Other,
-1460,Other,
-1450,Other,
-1440,Other,
-1430,Other,
-1420,Other,
-1410,Other,
-1400,Other,
-1390,Other,
-1380,Other,
-1370,Other,
-1360,Other,
-1350,Other,
-1340,Other,
-1330,Other,
-1320,Other,
-1310,Other,
-1300,Other,
-1290,Other,
-1280,Other,
-1270,Other,
-1260,Other,
-1250,Other,
-1240,Other,
-1230,Other,
-1220,Other,
-1210,Other,
-1200,Other,
-1190,Other,
-1180,Other,
-1170,Other,
-1160,Other,
-1150,Other,
-1140,Other,
-1130,Other,
-1120,Other,
-1110,Other,
-1100,Other,
-1090,Other,
-1080,Other,
-1070,Other,
-1060,Other,
-1050,Other,
-1040,Other,
-1030,Other,
-1020,Other,
-1010,Other,
-1000,Other,
-990,Other,
-980,Other,
-970,Other,
-960,Other,
-950,Other,
-940,Other,
-930,Other,
-920,Other,
-910,Other,
-900,Other,
-890,Other,
-880,Other,
-870,Other,
-860,Other,
-850,Other,
-840,Other,
-830,Other,
-820,Other,
-810,Other,
-800,Other,
-790,Other,
-780,Other,
-770,Other,
-760,Other,
-750,Other,
-740,Other,
-730,Other,
-720,Other,
-710,Other,
-700,Other,
-690,Other,
-680,Other,
-670,Other,
-660,Other,
-650,Other,
-640,Other,
-630,Other,
-620,Other,
-610,Other,
-600,Other,
-590,Other,
-580,Other,
-570,Other,
-560,Other,
-550,Other,
-540,Other,
-530,Other,
-520,Other,
-510,Other,
-500,Other,
-490,Other,
-480,Other,
-470,Other,
-460,Other,
-450,Other,
-440,Other,
-430,Other,
-420,Other,
-410,Other,
-400,Other,
-390,Other,
-380,Other,
-370,Other,
-360,Other,
-350,Other,
-340,Other,
-330,Other,
-320,Other,
-310,Other,
-300,Other,
-290,Other,
-280,Other,
-270,Other,
-260,Other,
-250,Other,
-240,Other,
-230,Other,
-220,Other,
-210,Other,
-200,Other,
-190,Other,
-180,Other,
-170,Other,
-160,Other,
-150,Other,
-140,Other,
-130,Other,
-120,Other,
-110,Other,
-100,Other,
-90,Other,
-80,Other,
-70,Other,
-60,Other,
-50,Other,
-40,Other,
-30,Other,
-20,Other,
-10,Other,
0,Other,
10,Other,
20,Other,
30,Other,
40,Other,
50,Other,
60,Other,
70,Other,
80,Other,1
90,Other,1
100,Other,1
110,Other,1
120,Other,1
130,Other,1
140,Other,1
150,Other,1
160,Other,1
170,Other,
180,Other,
190,Other,
200,Other,
210,Other,
220,Other,
230,Other,
240,Other,
250,Other,
260,Other,
270,Other,
280,Other,
290,Other,
300,Other,
310,Other,
320,Other,
330,Other,
340,Other,
350,Other,
360,Other,
370,Other,
380,Other,
390,Other,
400,Other,
410,Other,
420,Other,
430,Other,
440,Other,
450,Other,
460,Other,
470,Other,
480,Other,
490,Other,
500,Other,
510,Other,
520,Other,
530,Other,
540,Other,
550,Other,
560,Other,
570,Other,
580,Other,
590,Other,
600,Other,
610,Other,
620,Other,
630,Other,
640,Other,
650,Other,
660,Other,
670,Other,
680,Other,
690,Other,
700,Other,
710,Other,
720,Other,
730,Other,
740,Other,
750,Other,
760,Other,
770,Other,
780,Other,
790,Other,
800,Other,
810,Other,
820,Other,
830,Other,
840,Other,
850,Other,
860,Other,
870,Other,
880,Other,
890,Other,
900,Other,
910,Other,
920,Other,
930,Other,
940,Other,
950,Other,
960,Other,
970,Other,
980,Other,
990,Other,
1000,Other,
1010,Other,
1020,Other,
1030,Other,
1040,Other,
1050,Other,
1060,Other,
1070,Other,
1080,Other,
1090,Other,
1100,Other,
1110,Other,
1120,Other,
1130,Other,
1140,Other,
1150,Other,
1160,Other,
1170,Other,
1180,Other,
1190,Other,
1200,Other,
1210,Other,
1220,Other,
1230,Other,
1240,Other,
1250,Other,
1260,Other,
1270,Other,
1280,Other,
1290,Other,
1300,Other,
1310,Other,
1320,Other,
1330,Other,
1340,Other,
1350,Other,
1360,Other,
1370,Other,
1380,Other,
1390,Other,
1400,Other,
1410,Other,
1420,Other,
1430,Other,
1440,Other,
1450,Other,
1460,Other,
1470,Other,
1480,Other,
1490,Other,
1500,Other,
1510,Other,
1520,Other,
1530,Other,
1540,Other,1
1550,Other,1
1560,Other,1
1570,Other,1
1580,Other,1
1590,Other,1
1600,Other,2
1610,Other,2
1620,Other,2
1630,Other,2
1640,Other,2
1650,Other,2
1660,Other,2
1670,Other,2
1680,Other,4
1690,Other,4
1700,Other,4
1710,Other,4
1720,Other,5
1730,Other,4
1740,Other,3
1750,Other,4
1760,Other,5
1770,Other,5
1780,Other,5
1790,Other,10
1800,Other,11
1810,Other,12
1820,Other,12
1830,Other,15
1840,Other,17
1850,Other,18
1860,Other,16
1870,Other,12
1880,Other,18
1890,Other,20
1900,Other,24
1910,Other,30
1920,Other,38
1930,Other,52
1940,Other,87
1950,Other,150
1960,Other,229
1970,Other,310
1980,Other,433
1990,Other,490
2000,Other,479
2010,Other,455
2020,Other,414
-3500,Unknown,
-3490,Unknown,
-3480,Unknown,
-3470,Unknown,
-3460,Unknown,
-3450,Unknown,
-3440,Unknown,
-3430,Unknown,
-3420,Unknown,
-3410,Unknown,
-3400,Unknown,
-3390,Unknown,
-3380,Unknown,
-3370,Unknown,
-3360,Unknown,
-3350,Unknown,
-3340,Unknown,
-3330,Unknown,
-3320,Unknown,
-3310,Unknown,
-3300,Unknown,
-3290,Unknown,
-3280,Unknown,
-3270,Unknown,
-3260,Unknown,
-3250,Unknown,
-3240,Unknown,
-3230,Unknown,
-3220,Unknown,
-3210,Unknown,
-3200,Unknown,
-3190,Unknown,
-3180,Unknown,
-3170,Unknown,
-3160,Unknown,
-3150,Unknown,
-3140,Unknown,
-3130,Unknown,
-3120,Unknown,
-3110,Unknown,
-3100,Unknown,
-3090,Unknown,
-3080,Unknown,
-3070,Unknown,
-3060,Unknown,
-3050,Unknown,
-3040,Unknown,
-3030,Unknown,
-3020,Unknown,
-3010,Unknown,
-3000,Unknown,
-2990,Unknown,
-2980,Unknown,
